instituicao,cod_ibge,uf,populacao,indicador_1,Nota_1,indicador_2,Nota_2,indicador_3,nota_3,classificacao_capag
Prefeitura Municipal de Angelim - PE,2601003,PE,11072,"0,98%",A,"91,72%",B,"218,96%",C,C
Prefeitura Municipal de Angelina - SC,4200903,SC,4860,,n.d.,,n.d.,"5,30%",A,n.d.
Prefeitura Municipal de Angical - BA,2901403,BA,14017,"96,79%",B,"94,04%",B,"76,44%",A,B
Prefeitura Municipal de Angical do Piauí - PI,2200608,PI,6792,"20,71%",A,"103,18%",C,"96,02%",A,C
Prefeitura Municipal de Angico - TO,1701051,TO,3417,"12,33%",A,"214,13%",C,,n.d.,n.d.
Prefeitura Municipal de Angicos - RN,2400802,RN,11724,"23,06%",A,"93,44%",B,,n.d.,n.d.
Prefeitura Municipal de Angra dos Reis - RJ,3300100,RJ,200407,"14,98%",A,"75,73%",A,"44,74%",A,A
Prefeitura Municipal de Anguera - BA,2901502,BA,11142,"71,65%",B,"93,71%",B,"16,30%",A,B
Prefeitura Municipal de Ângulo - PR,4101150,PR,2927,"8,58%",A,"82,12%",A,"16,84%",A,A
Prefeitura Municipal de Anhanguera - GO,5201207,GO,1137,"6,11%",A,"93,06%",B,"17,30%",A,B
Prefeitura Municipal de Anhembi - SP,3502309,SP,6627,"0,73%",A,"95,63%",C,"-29,44%",C,C
Prefeitura Municipal de Anhumas - SP,3502408,SP,4085,"4,46%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Anicuns - GO,5201306,GO,21717,"20,93%",A,"93,71%",B,"54,93%",A,B
Prefeitura Municipal de Anísio de Abreu - PI,2200707,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Anita Garibaldi - SC,4201000,SC,7313,"4,92%",A,,n.d.,"850,75%",C,n.d.
Prefeitura Municipal de Anitápolis - SC,4201109,SC,3236,"3,50%",A,,n.d.,"-635,69%",C,n.d.
Prefeitura Municipal de Anori - AM,1300102,AM,20538,"55,87%",A,,n.d.,"206,72%",C,n.d.
Prefeitura Municipal de Anta Gorda - RS,4300703,RS,6003,"3,47%",A,"82,51%",A,"7,82%",A,A
Prefeitura Municipal de Antas - BA,2901601,BA,19093,"25,60%",A,"91,71%",B,"663,02%",C,C
Prefeitura Municipal de Antonina - PR,4101200,PR,19011,"25,41%",A,"98,85%",C,"-41,26%",C,C
Prefeitura Municipal de Antonina do Norte - CE,2300804,CE,7328,"0,16%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Antônio Almeida - PI,2200806,PI,3158,,n.d.,"91,38%",B,"115,39%",C,n.d.
Prefeitura Municipal de Antônio Cardoso - BA,2901700,BA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Antônio Carlos - MG,3102902,MG,11432,,n.d.,"92,23%",B,"15,43%",A,n.d.
Prefeitura Municipal de Antônio Carlos - SC,4201208,SC,8411,"10,63%",A,"81,19%",A,"0,94%",A,A
Prefeitura Municipal de Antônio Dias - MG,3103009,MG,9363,"29,21%",A,"87,07%",A,,n.d.,n.d.
Prefeitura Municipal de Antônio Gonçalves - BA,2901809,BA,11715,"37,14%",A,"93,77%",B,"587,90%",C,C
Prefeitura Municipal de Antônio João - MS,5000906,MS,8891,"34,67%",A,"86,55%",A,"0,00%",n.d.,n.d.
Prefeitura Municipal de Antônio Martins - RN,2400901,RN,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Antônio Olinto - PR,4101309,PR,7441,"7,78%",A,"91,34%",B,"4,24%",A,B
Prefeitura Municipal de Antônio Prado - RS,4300802,RS,13055,"5,96%",A,"82,81%",A,"1,32%",A,A
Prefeitura Municipal de Antônio Prado de Minas - MG,3103108,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Aparecida - PB,2500775,PB,8337,"5,74%",A,"97,85%",C,"184,79%",C,C
Prefeitura Municipal de Aparecida - SP,3502507,SP,36129,"10,43%",A,"92,41%",B,,n.d.,n.d.
Prefeitura Municipal de Aparecida de Goiânia - GO,5201405,GO,565957,"29,77%",A,"86,44%",A,"20,92%",A,A
Prefeitura Municipal de Aparecida do Rio Doce - GO,5201454,GO,2474,"7,14%",A,"94,96%",B,"1582,81%",C,C
Prefeitura Municipal de Aparecida do Rio Negro - TO,1701101,TO,4741,"21,75%",A,"92,56%",B,"-5,83%",C,C
Prefeitura Municipal de Aparecida do Taboado - MS,5001003,MS,25431,"6,84%",A,"87,54%",A,"32,77%",A,A
Prefeitura Municipal de Aparecida d'Oeste - SP,3502606,SP,4234,,n.d.,"99,66%",C,"1209,33%",C,n.d.
Prefeitura Municipal de Aperibé - RJ,3300159,RJ,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Apiacá - ES,3200508,ES,7580,"20,25%",A,"91,56%",B,"27,86%",A,B
Prefeitura Municipal de Apiacás - MT,5100805,MT,9979,"1,28%",A,"91,28%",B,"6,55%",A,B
Prefeitura Municipal de Apiaí - SP,3502705,SP,24526,"32,36%",A,"99,28%",C,"1080,54%",C,C
Prefeitura Municipal de Apicum-Açu - MA,2100832,MA,17063,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Apiúna - SC,4201257,SC,10636,"8,60%",A,"94,23%",B,"2,80%",A,B
Prefeitura Municipal de Apodi - RN,2401008,RN,35814,"-0,16%",A,,n.d.,"-26,89%",C,n.d.
Prefeitura Municipal de Aporá - BA,2901908,BA,17673,"36,18%",A,,n.d.,"805,59%",C,n.d.
Prefeitura Municipal de Aporé - GO,5201504,GO,4163,"8,51%",A,,n.d.,"558,67%",C,n.d.
Prefeitura Municipal de Apuarema - BA,2901957,BA,7360,"147,78%",B,"101,99%",C,"449,39%",C,C
Prefeitura Municipal de Apucarana - PR,4101408,PR,133726,"30,12%",A,"93,45%",B,"3,47%",A,B
Prefeitura Municipal de Apuí - AM,1300144,AM,21583,"63,27%",B,"90,36%",B,"52,24%",A,B
Prefeitura Municipal de Apuiarés - CE,2300903,CE,14814,"24,14%",A,"96,57%",C,,n.d.,n.d.
Prefeitura Municipal de Aquidabã - SE,2800209,SE,21443,"0,03%",A,"94,60%",B,,n.d.,n.d.
Prefeitura Municipal de Aquidauana - MS,5001102,MS,47784,"18,47%",A,"94,59%",B,"-115,31%",C,C
Prefeitura Municipal de Aquiraz - CE,2301000,CE,79563,"10,64%",A,"87,67%",A,"16,15%",A,A
Prefeitura Municipal de Arabutã - SC,4201273,SC,4266,,n.d.,"89,11%",A,"2,40%",A,n.d.
Prefeitura Municipal de Araçagi - PB,2500809,PB,17079,"99,89%",B,"101,62%",C,"26,42%",A,C
Prefeitura Municipal de Araçaí - MG,3103207,MG,2341,"5,31%",A,"95,78%",C,"-704,05%",C,C
Prefeitura Municipal de Aracaju - SE,2800308,SE,648939,"18,98%",A,"88,54%",A,"54,71%",A,A
Prefeitura Municipal de Araçariguama - SP,3502754,SP,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Araças - BA,2902054,BA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Aracati - CE,2301109,CE,74084,"14,04%",A,"83,01%",A,"21,36%",A,A
Prefeitura Municipal de Aracatu - BA,2902005,BA,13229,"94,98%",B,"96,40%",C,"1,33%",A,C
Prefeitura Municipal de Araçatuba - SP,3502804,SP,195874,"30,47%",A,"96,79%",C,"27,84%",A,C
Prefeitura Municipal de Araci - BA,2902104,BA,54099,"47,88%",A,"107,71%",C,"811,64%",C,C
Prefeitura Municipal de Aracitaba - MG,3103306,MG,2066,"3,20%",A,"95,71%",C,"1,72%",A,C
Prefeitura Municipal de Aracoiaba - CE,2301208,CE,26455,"53,62%",A,"99,55%",C,,n.d.,n.d.
Prefeitura Municipal de Araçoiaba - PE,2601052,PE,20312,"64,14%",B,"90,98%",B,"250,79%",C,C
Prefeitura Municipal de Araçoiaba da Serra - SP,3502903,SP,33499,"4,25%",A,"84,06%",A,"11,73%",A,A
Prefeitura Municipal de Aracruz - ES,3200607,ES,99305,"6,32%",A,,n.d.,"16,27%",A,n.d.
Prefeitura Municipal de Araçu - GO,5201603,GO,3560,"14,70%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Araçuaí - MG,3103405,MG,36705,"6,09%",A,"93,96%",B,"87,12%",A,B
Prefeitura Municipal de Aragarças - GO,5201702,GO,19959,"71,37%",B,"92,74%",B,,n.d.,n.d.
Prefeitura Municipal de Aragoiânia - GO,5201801,GO,10116,"34,48%",A,,n.d.,"182,19%",C,n.d.
Prefeitura Municipal de Aragominas - TO,1701309,TO,5786,"30,91%",A,,n.d.,"-7,42%",C,n.d.
Prefeitura Municipal de Araguacema - TO,1701903,TO,7016,"22,02%",A,"105,87%",C,,n.d.,n.d.
Prefeitura Municipal de Araguaçu - TO,1702000,TO,8567,"40,99%",A,"94,64%",B,"93,04%",A,B
Prefeitura Municipal de Araguaiana - MT,5101001,MT,3119,"5,61%",A,"99,32%",C,"74,38%",A,C
Prefeitura Municipal de Araguaína - TO,1702109,TO,177517,"36,74%",A,"90,71%",B,,n.d.,n.d.
Prefeitura Municipal de Araguainha - MT,5101209,MT,956,,n.d.,,n.d.,"-3,98%",C,n.d.
Prefeitura Municipal de Araguanã - MA,2100873,MA,15297,,n.d.,"97,95%",C,,n.d.,n.d.
Prefeitura Municipal de Araguanã - TO,1702158,TO,5663,"28,74%",A,"97,84%",C,"195,46%",C,C
Prefeitura Municipal de Araguapaz - GO,5202155,GO,7756,"12,02%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Araguari - MG,3103504,MG,116691,"11,12%",A,"95,03%",C,"291,63%",C,C
Prefeitura Municipal de Araguatins - TO,1702208,TO,35346,"32,09%",A,"94,02%",B,,n.d.,n.d.
Prefeitura Municipal de Araioses - MA,2100907,MA,46103,,n.d.,,n.d.,"0,00%",n.d.,n.d.
Prefeitura Municipal de Aral Moreira - MS,5001243,MS,11963,"18,60%",A,"94,29%",B,"9,93%",A,B
Prefeitura Municipal de Aramari - BA,2902203,BA,11332,"22,75%",A,"100,32%",C,"2756,17%",C,C
Prefeitura Municipal de Arambaré - RS,4300851,RS,3600,"5,52%",A,"97,52%",C,"-1596,76%",C,C
Prefeitura Municipal de Arame - MA,2100956,MA,32637,"0,82%",A,"104,23%",C,,n.d.,n.d.
Prefeitura Municipal de Aramina - SP,3503000,SP,5585,"5,70%",A,"94,38%",B,"139,81%",C,C
Prefeitura Municipal de Arandu - SP,3503109,SP,6348,"31,65%",A,"92,28%",B,"642,27%",C,C
Prefeitura Municipal de Arantina - MG,3103603,MG,2804,,n.d.,"93,35%",B,"1,39%",A,n.d.
Prefeitura Municipal de Arapeí - SP,3503158,SP,2478,,n.d.,"83,45%",A,,n.d.,n.d.
Prefeitura Municipal de Arapiraca - AL,2700300,AL,230417,"8,37%",A,"99,92%",C,"136,62%",C,C
Prefeitura Municipal de Arapoema - TO,1702307,TO,6670,"31,80%",A,"89,09%",A,"10,17%",A,A
Prefeitura Municipal de Araponga - MG,3103702,MG,8425,"14,75%",A,"92,52%",B,,n.d.,n.d.
Prefeitura Municipal de Arapongas - PR,4101507,PR,121198,"2,91%",A,"92,01%",B,"58,39%",A,B
Prefeitura Municipal de Araporã - MG,3103751,MG,6804,,n.d.,,n.d.,"131,90%",C,n.d.
Prefeitura Municipal de Arapoti - PR,4101606,PR,27925,"2,65%",A,"85,30%",A,"16,78%",A,A
Prefeitura Municipal de Arapuá - MG,3103801,MG,2833,"27,53%",A,"95,09%",C,"58,16%",A,C
Prefeitura Municipal de Arapuã - PR,4101655,PR,3128,"1,00%",A,"94,80%",B,"17,05%",A,B
Prefeitura Municipal de Araputanga - MT,5101258,MT,16690,"6,15%",A,"933,80%",C,"26,62%",A,C
Prefeitura Municipal de Araquari - SC,4201307,SC,36710,"3,06%",A,"81,23%",A,"17,23%",A,A
Prefeitura Municipal de Arara - PB,2500908,PB,13438,"-1,46%",A,"102,69%",C,"144,77%",C,C
Prefeitura Municipal de Araranguá - SC,4201406,SC,67578,"14,23%",A,"97,24%",C,"22,30%",A,C
Prefeitura Municipal de Araraquara - SP,3503208,SP,233744,"23,07%",A,"102,73%",C,"186,09%",C,C
Prefeitura Municipal de Araras - SP,3503307,SP,132934,"6,00%",A,"90,69%",B,,n.d.,n.d.
Prefeitura Municipal de Ararendá - CE,2301257,CE,10901,"18,58%",A,"93,63%",B,,n.d.,n.d.
Prefeitura Municipal de Arari - MA,2101004,MA,29764,"40,51%",A,"133,41%",C,"134,84%",C,C
Prefeitura Municipal de Araricá - RS,4300877,RS,5622,"12,54%",A,"95,12%",C,"245,28%",C,C
Prefeitura Municipal de Araripe - CE,2301307,CE,21550,"19,61%",A,"89,03%",A,,n.d.,n.d.
Prefeitura Municipal de Araripina - PE,2601102,PE,83964,"72,72%",B,"95,44%",C,"-487,47%",C,C
Prefeitura Municipal de Araruama - RJ,3300209,RJ,130439,"0,26%",A,,n.d.,"23,98%",A,n.d.
Prefeitura Municipal de Araruna - PB,2501005,PB,20215,"58,62%",A,"97,04%",C,"-110,34%",C,C
Prefeitura Municipal de Araruna - PR,4101705,PR,13939,"35,03%",A,"380,64%",C,"128,54%",C,C
Prefeitura Municipal de Arataca - BA,2902252,BA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Aratiba - RS,4300901,RS,6283,"5,93%",A,"86,26%",A,"22,16%",A,A
Prefeitura Municipal de Aratuba - CE,2301406,CE,11346,"35,76%",A,"100,02%",C,,n.d.,n.d.
Prefeitura Municipal de Aratuípe - BA,2902302,BA,8813,"26,49%",A,"95,48%",C,"11,82%",A,C
Prefeitura Municipal de Arauá - SE,2800407,SE,10168,"35,89%",A,"95,79%",C,"221,46%",C,C
Prefeitura Municipal de Araucária - PR,4101804,PR,141410,"13,81%",A,"81,70%",A,"17,21%",A,A
Prefeitura Municipal de Araújos - MG,3103900,MG,9142,"1,50%",A,,n.d.,"39,41%",A,n.d.
Prefeitura Municipal de Araxá - MG,3104007,MG,105083,"3,04%",A,"88,63%",A,"19,96%",A,A
Prefeitura Municipal de Arceburgo - MG,3104106,MG,10657,"7,68%",A,"91,65%",B,,n.d.,n.d.
Prefeitura Municipal de Arco-Íris - SP,3503356,SP,1811,,n.d.,"94,99%",B,"38,42%",A,n.d.
Prefeitura Municipal de Arcos - MG,3104205,MG,39793,"4,06%",A,"95,43%",C,"-1253,99%",C,C
Prefeitura Municipal de Arcoverde - PE,2601201,PE,73844,"1,43%",A,"99,92%",C,"505,70%",C,C
Prefeitura Municipal de Areado - MG,3104304,MG,14955,,n.d.,"98,56%",C,"47,15%",A,n.d.
Prefeitura Municipal de Areal - RJ,3300225,RJ,12471,"58,04%",A,,n.d.,"125,50%",C,n.d.
Prefeitura Municipal de Arealva - SP,3503406,SP,8505,,n.d.,"99,93%",C,"190,79%",C,n.d.
Prefeitura Municipal de Areia - PB,2501104,PB,22978,"74,73%",B,"89,02%",A,"75,52%",A,B
Prefeitura Municipal de Areia Branca - RN,2401107,RN,27162,"5,24%",A,"91,05%",B,,n.d.,n.d.
Prefeitura Municipal de Areia Branca - SE,2800506,SE,18396,"13,01%",A,"92,63%",B,"373,79%",C,C
Prefeitura Municipal de Areia de Baraúnas - PB,2501153,PB,2140,"3,95%",A,"96,60%",C,"333,52%",C,C
Prefeitura Municipal de Areial - PB,2501203,PB,6935,,n.d.,"85,19%",A,"-3,14%",C,n.d.
Prefeitura Municipal de Areias - SP,3503505,SP,3876,"2,54%",A,"102,12%",C,"35,75%",A,C
Prefeitura Municipal de Areiópolis - SP,3503604,SP,11099,"10,00%",A,"98,60%",C,"291,43%",C,C
Prefeitura Municipal de Arenápolis - MT,5101308,MT,9714,"2,87%",A,"96,49%",C,"-38,66%",C,C
Prefeitura Municipal de Arenópolis - GO,5202353,GO,2689,"15,90%",A,,n.d.,"61,36%",A,n.d.
Prefeitura Municipal de Arês - RN,2401206,RN,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Argirita - MG,3104403,MG,2751,"0,43%",A,"93,38%",B,"127,56%",C,C
Prefeitura Municipal de Aricanduva - MG,3104452,MG,5191,"1,68%",A,"102,06%",C,"1205,91%",C,C
Prefeitura Municipal de Arinos - MG,3104502,MG,17888,"16,68%",A,"97,44%",C,"659,27%",C,C
Prefeitura Municipal de Aripuanã - MT,5101407,MT,21987,"1,52%",A,"313,28%",C,"2,65%",A,C
Prefeitura Municipal de Ariquemes - RO,1100023,RO,106168,"21,22%",A,"82,19%",A,"8,97%",A,A
Prefeitura Municipal de Ariranha - SP,3503703,SP,9573,"31,19%",A,"91,71%",B,"176,89%",C,C
Prefeitura Municipal de Ariranha do Ivaí - PR,4101853,PR,2151,"2,41%",A,"105,40%",C,"158,95%",C,C
Prefeitura Municipal de Armação dos Búzios - RJ,3300233,RJ,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Armazém - SC,4201505,SC,8587,,n.d.,,n.d.,"0,00%",n.d.,n.d.
Prefeitura Municipal de Arneiroz - CE,2301505,CE,7836,"10,35%",A,"34400,56%",C,,n.d.,n.d.
Prefeitura Municipal de Aroazes - PI,2200905,PI,5844,"44,38%",A,,n.d.,"3885,86%",C,n.d.
Prefeitura Municipal de Aroeiras - PB,2501302,PB,19190,,n.d.,"92,62%",B,"-368,61%",C,n.d.
Prefeitura Municipal de Aroeiras do Itaim - PI,2200954,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Arraial - PI,2201002,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Arraial do Cabo - RJ,3300258,RJ,30096,"35,75%",A,,n.d.,"40,33%",A,n.d.
Prefeitura Municipal de Arraias - TO,1702406,TO,10601,"18,80%",A,,n.d.,"92,75%",A,n.d.
Prefeitura Municipal de Arroio do Meio - RS,4301008,RS,20637,"2,91%",A,"91,91%",B,"12,99%",A,B
Prefeitura Municipal de Arroio do Padre - RS,4301073,RS,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Arroio do Sal - RS,4301057,RS,9842,"3,74%",A,"73,87%",A,"17,41%",A,A
Prefeitura Municipal de Arroio do Tigre - RS,4301206,RS,13332,"1,81%",A,"98,21%",C,"356,68%",C,C
Prefeitura Municipal de Arroio dos Ratos - RS,4301107,RS,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Arroio Grande - RS,4301305,RS,18351,"14,49%",A,"91,30%",B,"94,26%",A,B
Prefeitura Municipal de Arroio Trinta - SC,4201604,SC,3551,"1,17%",A,"79,13%",A,"18,27%",A,A
Prefeitura Municipal de Artur Nogueira - SP,3503802,SP,53450,"41,28%",A,"97,43%",C,"182,61%",C,C
Prefeitura Municipal de Aruanã - GO,5202502,GO,9635,"28,32%",A,"91,95%",B,"43,93%",A,B
Prefeitura Municipal de Arujá - SP,3503901,SP,88455,"1,69%",A,"96,53%",C,"1,97%",A,C
Prefeitura Municipal de Arvoredo - SC,4201653,SC,2246,"2,82%",A,,n.d.,"1,06%",A,n.d.
Prefeitura Municipal de Arvorezinha - RS,4301404,RS,10425,"5,30%",A,"88,59%",A,"31,75%",A,A
Prefeitura Municipal de Ascurra - SC,4201703,SC,7889,,n.d.,,n.d.,"7,04%",A,n.d.
Prefeitura Municipal de Aspásia - SP,3503950,SP,1825,,n.d.,"3653,62%",C,"10450,83%",C,n.d.
Prefeitura Municipal de Assaí - PR,4101903,PR,15289,"12,65%",A,"87,54%",A,"213,99%",C,C
Prefeitura Municipal de Assaré - CE,2301604,CE,23417,"3,29%",A,"94,12%",B,,n.d.,n.d.
Prefeitura Municipal de Assis - SP,3504008,SP,103666,"21,57%",A,,n.d.,"185,68%",C,n.d.
Prefeitura Municipal de Assis Brasil - AC,1200054,AC,7300,,n.d.,"96,67%",C,"195,10%",C,n.d.
Prefeitura Municipal de Assis Chateaubriand - PR,4102000,PR,33397,"17,27%",A,"92,55%",B,"26,25%",A,B
Prefeitura Municipal de Assunção - PB,2501351,PB,3870,,n.d.,"95,64%",C,"66,54%",A,n.d.
Prefeitura Municipal de Assunção do Piauí - PI,2201051,PI,7828,"1,44%",A,,n.d.,"134,60%",C,n.d.
Prefeitura Municipal de Astolfo Dutra - MG,3104601,MG,14085,"26,85%",A,"98,00%",C,"370,23%",C,C
Prefeitura Municipal de Astorga - PR,4102109,PR,26011,"13,23%",A,"90,74%",B,"92,82%",A,B
Prefeitura Municipal de Atalaia - AL,2700409,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Atalaia - PR,4102208,PR,3902,"0,30%",A,"105,94%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de Atalaia do Norte - AM,1300201,AM,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Atalanta - SC,4201802,SC,3226,,n.d.,"95,15%",C,"10,01%",A,n.d.
Prefeitura Municipal de Ataléia - MG,3104700,MG,13064,"10,17%",A,"96,22%",C,,n.d.,n.d.
Prefeitura Municipal de Atibaia - SP,3504107,SP,141398,"14,59%",A,"92,77%",B,"42,38%",A,B
Prefeitura Municipal de Atilio Vivacqua - ES,3200706,ES,11765,,n.d.,,n.d.,"4,41%",A,n.d.
Prefeitura Municipal de Augustinópolis - TO,1702554,TO,18178,"21,09%",A,"94,89%",B,"-0,31%",C,C
Prefeitura Municipal de Augusto Corrêa - PA,1500909,PA,45516,"5,75%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Augusto de Lima - MG,3104809,MG,4888,,n.d.,"96,16%",C,"56,84%",A,n.d.
Prefeitura Municipal de Augusto Pestana - RS,4301503,RS,6706,"0,16%",A,"94,20%",B,"5,56%",A,B
Prefeitura Municipal de Augusto Severo - RN,2401305,RN,9638,"15,66%",A,"100,56%",C,"647,69%",C,C
Prefeitura Municipal de Áurea - RS,4301552,RS,3573,"3,32%",A,"97,41%",C,"53,18%",A,C
Prefeitura Municipal de Aurelino Leal - BA,2902401,BA,11774,"114,64%",B,"89,61%",A,,n.d.,n.d.
Prefeitura Municipal de Auriflama - SP,3504206,SP,15123,"3,55%",A,"98,35%",C,"87,76%",A,C
Prefeitura Municipal de Aurilândia - GO,5202601,GO,3184,"1,04%",A,"96,08%",C,"600,43%",C,C
Prefeitura Municipal de Aurora - CE,2301703,CE,24699,"99,32%",B,"97,03%",C,,n.d.,n.d.
Prefeitura Municipal de Aurora - SC,4201901,SC,5676,"3,60%",A,"95,69%",C,"110,51%",C,C
Prefeitura Municipal de Aurora do Pará - PA,1500958,PA,30896,"0,75%",A,"103,87%",C,,n.d.,n.d.
Prefeitura Municipal de Aurora do Tocantins - TO,1702703,TO,3731,,n.d.,,n.d.,"114,03%",C,n.d.
Prefeitura Municipal de Autazes - AM,1300300,AM,38830,"4,91%",A,"92,94%",B,,n.d.,n.d.
Prefeitura Municipal de Avaí - SP,3504305,SP,5369,"14,76%",A,"98,23%",C,"261,82%",C,C
Prefeitura Municipal de Avanhandava - SP,3504404,SP,13433,"19,90%",A,"89,83%",A,"30,42%",A,A
Prefeitura Municipal de Avaré - SP,3504503,SP,90063,"29,86%",A,,n.d.,"385,59%",C,n.d.
Prefeitura Municipal de Aveiro - PA,1501006,PA,16371,"2,64%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Avelino Lopes - PI,2201101,PI,11252,,n.d.,"100,63%",C,"-133,69%",C,n.d.
Prefeitura Municipal de Avelinópolis - GO,5202809,GO,2425,"10,47%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Axixá - MA,2101103,MA,12076,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Axixá do Tocantins - TO,1702901,TO,9725,"43,81%",A,"102,37%",C,"266,52%",C,C
Prefeitura Municipal de Babaçulândia - TO,1703008,TO,10662,"20,96%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Bacabal - MA,2101202,MA,104633,,n.d.,"144,61%",C,"181,96%",C,n.d.
Prefeitura Municipal de Bacabeira - MA,2101251,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Bacuri - MA,2101301,MA,18508,"37,85%",A,"148,60%",C,,n.d.,n.d.
Prefeitura Municipal de Bacurituba - MA,2101350,MA,5617,,n.d.,"96,15%",C,"655,74%",C,n.d.
Prefeitura Municipal de Bady Bassitt - SP,3504602,SP,17236,"3,83%",A,"88,59%",A,"2,44%",A,A
Prefeitura Municipal de Baependi - MG,3104908,MG,19094,"5,76%",A,"92,84%",B,"48,46%",A,B
Prefeitura Municipal de Bagé - RS,4301602,RS,120943,"11,18%",A,"106,11%",C,,n.d.,n.d.
Prefeitura Municipal de Bagre - PA,1501105,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Baía da Traição - PB,2501401,PB,8933,"66,90%",B,"93,99%",B,"2731,98%",C,C
Prefeitura Municipal de Baía Formosa - RN,2401404,RN,9218,"25,24%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Baianópolis - BA,2902500,BA,13824,"59,03%",A,"124,84%",C,"1210,78%",C,C
Prefeitura Municipal de Baião - PA,1501204,PA,46416,"15,63%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Baixa Grande - BA,2902609,BA,20488,"20,52%",A,"99,21%",C,"9829,95%",C,C
Prefeitura Municipal de Baixa Grande do Ribeiro - PI,2201150,PI,11497,"7,38%",A,"96,45%",C,"-112,29%",C,C
Prefeitura Municipal de Baixio - CE,2301802,CE,6272,"43,10%",A,"100,12%",C,,n.d.,n.d.
Prefeitura Municipal de Baixo Guandu - ES,3200805,ES,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Balbinos - SP,3504701,SP,5532,"47,76%",A,"106,28%",C,"663,57%",C,C
Prefeitura Municipal de Baldim - MG,3105004,MG,7851,"28,35%",A,"94,72%",B,"910,66%",C,C
Prefeitura Municipal de Baliza - GO,5203104,GO,4992,"23,98%",A,"90,98%",B,"364,64%",C,C
Prefeitura Municipal de Balneário Arroio do Silva - SC,4201950,SC,12705,"3,35%",A,"94,43%",B,"225,36%",C,C
Prefeitura Municipal de Balneário Barra do Sul - SC,4202057,SC,10550,"1,47%",A,"84,97%",A,"71,79%",A,A
Prefeitura Municipal de Balneário Camboriú - SC,4202008,SC,138732,"11,86%",A,"87,48%",A,"5,82%",A,A
Prefeitura Municipal de Balneário Gaivota - SC,4202073,SC,10692,"15,89%",A,"95,08%",C,"88,93%",A,C
Prefeitura Municipal de Balneário Piçarras - SC,4212809,SC,22511,"5,69%",A,"84,84%",A,"5,45%",A,A
Prefeitura Municipal de Balneário Pinhal - RS,4301636,RS,13760,"12,73%",A,"88,57%",A,"81,85%",A,A
Prefeitura Municipal de Balneário Rincão - SC,4220000,SC,12570,"9,80%",A,"89,04%",A,"43,32%",A,A
Prefeitura Municipal de Balsa Nova - PR,4102307,PR,12787,"11,57%",A,"89,14%",A,"3,06%",A,A
Prefeitura Municipal de Bálsamo - SP,3504800,SP,8994,"5,49%",A,"98,81%",C,"122,65%",C,C
Prefeitura Municipal de Balsas - MA,2101400,MA,93826,,n.d.,"105,19%",C,"173,45%",C,n.d.
Prefeitura Municipal de Bambuí - MG,3105103,MG,23757,"4,53%",A,"94,60%",B,"25,42%",A,B
Prefeitura Municipal de Banabuiú - CE,2301851,CE,18151,"58,73%",A,"97,27%",C,"102,40%",C,C
Prefeitura Municipal de Bananal - SP,3504909,SP,10896,,n.d.,"96,94%",C,"112,46%",C,n.d.
Prefeitura Municipal de Bananeiras - PB,2501500,PB,21210,"45,08%",A,"102,55%",C,"71,54%",A,C
Prefeitura Municipal de Bandeira - MG,3105202,MG,4825,"31,83%",A,"96,05%",C,"455,58%",C,C
